サービス種類,市区町村名,団体コード,事業所名,法人名,法人種別,事業所番号,住所,電話番号,指定年月日,事業所種別,利用可能曜日,定員,公式サイト,緯度,経度
福祉用具貸与・特定福祉用具販売,葛飾区,13122,福祉のニッカ　葛飾営業所,日科ミクロン株式会社,営利法人,1370500488,東京都葛飾区亀有３－１６－２セトビル４０３,03-5629-5321,2000-03-01,,平日,,http://www.nikkamicron.co.jp,35.763588200262404,139.848291053887400
福祉用具貸与・特定福祉用具販売,葛飾区,13122,まちの介護ステーション,株式会社ユーニック,営利法人,1370706028,東京都葛飾区西水元２－２１－１６,03-5876-5738,2026-05-01,,,,,,
福祉用具貸与・特定福祉用具販売,葛飾区,13122,アビリティーズ・ケアネット株式会社　東京東営業所,アビリティーズ・ケアネット株式会社,営利法人,1372102473,東京都葛飾区白鳥１－８－１０,03-5672-1510,2001-09-01,,平日,,http://www.abilities.jp/,35.745021800000000,139.842982799999960
福祉用具貸与・特定福祉用具販売,葛飾区,13122,有限会社　グッドケア,有限会社グッドケア,営利法人,1372201754,東京都葛飾区東新小岩五丁目１９番１１号,03-5672-0575,2002-01-01,,平日・土曜日,,http://park16.wakwak.com/~goodkea/,35.723215800000000,139.857710300000000
福祉用具貸与・特定福祉用具販売,葛飾区,13122,パナソニックエイジフリーショップ葛飾,コーワ商事株式会社,営利法人,1372202109,東京都葛飾区金町４－１－２,03-3607-4298,2003-01-01,,平日・土曜日,,http://www.net-kaigo.com,35.763152800000000,139.863718699999930
福祉用具貸与・特定福祉用具販売,葛飾区,13122,アイ・アール・ケア株式会社,アイ・アール・ケア株式会社,営利法人,1372202273,東京都葛飾区東水元４－４－３,03-5660-7701,2003-03-01,,平日・土曜日,,https://www.ircare.co.jp,35.788423780097790,139.864652957910720
福祉用具貸与・特定福祉用具販売,葛飾区,13122,介護ショップ　かがやき,株式会社ヘルスアンドメディカル,営利法人,1372202323,東京都葛飾区西亀有４－１６－１５林マンション１階,03-5613-1033,2003-04-01,,平日・土曜日,,http://an-kaigo.com/,35.765707900000000,139.841153800000030
福祉用具貸与・特定福祉用具販売,葛飾区,13122,セントケア　りまいん　葛飾,セントケアりまいん株式会社,営利法人,1372203917,東京都葛飾区高砂５－１０－５　シルバーハイツ高砂１階,03-5648-2948,2007-04-01,,平日,,,35.751954500000000,139.864140900000000
福祉用具貸与・特定福祉用具販売,葛飾区,13122,ケア・シード株式会社,ケア・シード株式会社,営利法人,1372203990,東京都葛飾区水元２－１５－１４,03-3600-5620,2007-08-01,,平日・土曜日,,,35.786463600000000,139.858357500000000
福祉用具貸与・特定福祉用具販売,葛飾区,13122,フタバ介護サービス,株式会社フタバ介護サービス,営利法人,1372204329,東京都葛飾区四つ木４－２８－１１,03-5698-2841,2008-09-01,,平日・土曜日,,,35.739558600000000,139.835595199999940
福祉用具貸与・特定福祉用具販売,葛飾区,13122,みやびサポート,みやびサポート株式会社,営利法人,1372204444,東京都葛飾区高砂３－２２－２,03-3672-1139,2010-04-01,,平日,,http://miyabi-support.jp,35.749285100000000,139.869157900000000
福祉用具貸与・特定福祉用具販売,葛飾区,13122,葛飾ガス住宅設備機器株式会社,葛飾ガス住宅設備機器株式会社,営利法人,1372204477,東京都葛飾区柴又１－３７－１１,03-3600-4511,2009-05-01,,,,,,
福祉用具貸与・特定福祉用具販売,葛飾区,13122,タウンケア,株式会社マイルストーン,営利法人,1372205029,東京都葛飾区立石６－２７－４,03-6662-8456,2010-12-01,,平日,,http://tc-milestone.com,35.744330500000004,139.852808699999970
福祉用具貸与・特定福祉用具販売,葛飾区,13122,フォーＧＯＯＤ株式会社,フォーＧＯＯＤ株式会社,営利法人,1372206159,東京都葛飾区細田５－１５－６,03-6657-8739,2013-08-01,,,,,,
福祉用具貸与・特定福祉用具販売,葛飾区,13122,ペアレント葛飾営業所,株式会社ペアレント,営利法人,1372206811,東京都葛飾区細田４－４０－１７,03-5612-5090,2015-03-01,,平日・土曜日・日曜日・祝日,,,35.742720398235680,139.874680794512200
福祉用具貸与・特定福祉用具販売,葛飾区,13122,オーシャンケア,株式会社オーシャンケア,営利法人,1372207090,東京都葛飾区高砂８－２８－１０,03-6231-3081,2015-08-01,,,,,,
福祉用具貸与・特定福祉用具販売,葛飾区,13122,ダスキンヘルスレント葛飾ステーション,株式会社いつわワールド,営利法人,1372207181,東京都葛飾区立石５－９－１０,03-5875-7861,2015-10-01,,平日,,https://healthrent.duskin.jp/station/tokyo/katsushika.html,35.742872100000000,139.844649500000060
福祉用具貸与・特定福祉用具販売,葛飾区,13122,すまいるケア,合同会社ナナオ,営利法人,1372207876,東京都葛飾区東新小岩７－２４－８,03-5670-5223,2017-09-01,,平日,,,35.726399375725640,139.855739356131660
福祉用具貸与・特定福祉用具販売,葛飾区,13122,モノライフ,株式会社モノライフ,営利法人,1372207892,東京都葛飾区東金町７－３－１７グリーンパーク１０１,03-5876-6573,2017-10-01,,平日・土曜日,,,35.775709100000014,139.878753400000050
福祉用具貸与・特定福祉用具販売,葛飾区,13122,きらら介護サービス　立石,株式会社グッドスタッフ,営利法人,1372207983,東京都葛飾区小菅３－５－１４,03-5654-9213,2018-04-01,,平日・土曜日・祝日,,https://kirara-kaigo.net/office/tateishi/,35.741881889512470,139.848412999999940
福祉用具貸与・特定福祉用具販売,葛飾区,13122,株式会社　フロンティア　葛飾営業所,株式会社フロンティア,営利法人,1372208023,東京都葛飾区金町１－３－５イーストアベニュー１階１００号室,03-3826-6680,2018-07-01,,平日・土曜日,,https://www.frontier-ph.com/,35.761169700000020,139.865510399999950
福祉用具貸与・特定福祉用具販売,葛飾区,13122,ウェルフォース福祉用具レンタル販売＆サポート,株式会社ウェルフォース,営利法人,1372208551,東京都葛飾区白鳥２－１０－７,03-6662-5285,2021-02-01,,平日・祝日,,http://www.welforce-group.jp,35.749199798194760,139.844240770777900
福祉用具貸与・特定福祉用具販売,葛飾区,13122,ケアショップ　ウィズ・ユー葛飾,株式会社春,営利法人,1372208767,東京都葛飾区お花茶屋１－２０－５,03-6662-6962,2021-12-01,,平日,,,35.747960600000000,139.840828199999980
福祉用具貸与・特定福祉用具販売,葛飾区,13122,ケアショップ　和楽,株式会社和楽,営利法人,1372208791,東京都葛飾区お花茶屋１－２０－８　２０１,03-6240-7820,2022-04-01,,平日・祝日,,,35.748060400000000,139.840920600000000
福祉用具貸与・特定福祉用具販売,葛飾区,13122,ハイクォール,株式会社ハイクォール,営利法人,1372208833,東京都葛飾区高砂２－３６－６ｉｈｏｕｓｅ１Ｆ,03-4400-8099,2022-06-01,,,,,,
福祉用具貸与・特定福祉用具販売,葛飾区,13122,けんこうスマイル,健幸笑天株式会社,営利法人,1372209328,東京都葛飾区宝町１－２－２７,03-5654-7561,2024-05-01,,平日,,,35.741188600000000,139.836204500000000
福祉用具貸与・特定福祉用具販売,葛飾区,13122,福祉用具センターおにぎり,ウコウコヤオ株式会社,営利法人,1372209435,東京都葛飾区東水元５－１１－８　２階,03-6231-3323,2025-02-01,,平日・土曜日・日曜日・祝日,,http://ukoukoyao.com/,35.791140899999990,139.865245900000000
福祉用具貸与・特定福祉用具販売,葛飾区,13122,福祉用具のパンダ,パンダホールディングス株式会社,営利法人,1372209468,東京都葛飾区立石５－２８－７ロイヤルタワーお花茶屋１１０３,09048210841,2025-03-01,,,,,,
福祉用具貸与,葛飾区,13122,ケアショップ　夏,株式会社夏,営利法人,1372209575,東京都葛飾区小菅２－２２－１０　１階,03-5654-6977,2025-10-01,,平日・祝日,,,35.750952400000010,139.827677000000020
福祉用具貸与・特定福祉用具販売,葛飾区,13122,ライフサポートあんず,日本マーキュリー株式会社,営利法人,1372209658,東京都葛飾区四つ木２－７－１０,03-6322-9299,2026-02-01,,平日,,https://japan-mercury.com/gh/,35.735638000000000,139.837214400000000
福祉用具貸与・特定福祉用具販売,葛飾区,13122,スペースケア東京第一営業所,株式会社スペースケア,営利法人,1372303378,東京都葛飾区奥戸８－１３－１１,03-5671-5301,2005-01-01,,平日,,http://www.spacecare.co.jp,35.736045200000000,139.865917099999930
福祉用具貸与・特定福祉用具販売,江戸川区,13123,ふれあいプラザラビット　レントアンドセールス,有限会社ラビット,営利法人,1370200469,東京都江戸川区西葛西３－２２－１５,03-5675-5040,2001-06-01,,平日,,http://www.rabbit-jp.net/,35.666844400000000,139.859297800000030
福祉用具貸与,江戸川区,13123,株式会社セリオ東京東営業所,株式会社セリオ,営利法人,1370803882,東京都江戸川区臨海町３－６－４　４０７Ａ号室,03-6240-3170,2009-06-01,,平日,,http://serio888.net/,35.646630399999990,139.868989800000000
福祉用具貸与・特定福祉用具販売,江戸川区,13123,株式会社　共英,株式会社共英,営利法人,1372301547,東京都江戸川区江戸川５－１６－５１,03-3687-0336,2001-11-01,,平日・土曜日,,http://kyoei1971.jp,35.675280800000000,139.880532200000060
福祉用具貸与・特定福祉用具販売,江戸川区,13123,トーリツ福祉用具　江戸川,株式会社トーリツ,営利法人,1372302057,東京都江戸川区松島１－４１－７徳永ビル１Ｆ,03-5661-1301,2002-11-01,,平日・土曜日,,http://www.to-ritsu.co.jp,35.707337300000010,139.867385638623100
福祉用具貸与,江戸川区,13123,なぎさ和楽苑指定福祉用具貸与事業所,社会福祉法人東京栄和会,社会福祉法人（社協以外）,1372302099,東京都江戸川区西葛西八丁目１番１号,03-6808-5568,2002-12-01,,平日・土曜日,,http://www.tokyoeiwakai.or.jp,35.655079100000000,139.859420700000000
福祉用具貸与・特定福祉用具販売,江戸川区,13123,パナソニック　エイジフリーショップ小岩,株式会社エフ・ビー・エム,営利法人,1372302289,東京都江戸川区西小岩２－１７－１ライオンズマンション西小岩第２　１０２,03-5612-1213,2003-04-01,,平日・土曜日,,http://www15.ocn.ne.jp/~koiwaten/,35.734273200000000,139.875638600000000
福祉用具貸与・特定福祉用具販売,江戸川区,13123,パナソニックエイジフリーショップ葛西,株式会社エフ・ビー・エム,営利法人,1372302305,東京都江戸川区中葛西８－１１－５シャルマン・ヴィラージュ１Ｆ,03-5878-3031,2003-05-01,,平日・土曜日,,,35.660166768253660,139.872048110450800
特定福祉用具販売,江戸川区,13123,株式会社　カスタマ,株式会社カスタマ,営利法人,1372303220,東京都江戸川区南篠崎町３－２５－７,03-6662-7635,2006-04-14,,,,,,
福祉用具貸与・特定福祉用具販売,江戸川区,13123,サンクスケア,グランディ・ホーム株式会社,営利法人,1372303543,東京都江戸川区中央３－７－１３－１Ｆ,03-3656-8841,2005-06-01,,,,,,
福祉用具貸与・特定福祉用具販売,江戸川区,13123,ダスキンヘルスレント江戸川ステーション,株式会社いつわワールド,営利法人,1372304004,東京都江戸川区西瑞江５－４－３１,03-5878-3981,2006-01-01,,平日,,https://healthrent.duskin.jp/station/tokyo/edogawa.html,35.680352400000000,139.881212499999950
福祉用具貸与・特定福祉用具販売,江戸川区,13123,株式会社エイユウ（レンタルサポート　エイユウ）,株式会社エイユウ,営利法人,1372304681,東京都江戸川区上一色３－１３－１５,03-5661-6391,2007-11-01,,平日,,,35.727760500000000,139.872028900000030
福祉用具貸与・特定福祉用具販売,江戸川区,13123,株式会社東基　城東営業所,株式会社東基,営利法人,1372304715,東京都江戸川区松江５－７－２２,03-5661-1696,2007-11-01,,平日・土曜日,,http://www.toki-net.co.jp,35.689511600000000,139.867663300000000
特定福祉用具販売,江戸川区,13123,日本福祉住環境サービス,有限会社日本福祉住環境サービス,営利法人,1372305001,東京都江戸川区中央１－２－８,03-3655-3373,2009-03-01,,,,,,
福祉用具貸与・特定福祉用具販売,江戸川区,13123,フランスベッド株式会社　メディカル江戸川営業所,フランスベッド株式会社,営利法人,1372305043,東京都江戸川区船堀４－４－１１フェニックスガーデン１Ｆ,03-5679-6186,2009-04-01,,平日・土曜日,,http://www.francebed.co.jp/medical/index.html,35.685352942525820,139.867254273666400
